fecha,ciudad,temperatura_C,sensor_extra_1,sensor_extra_2,sensor_extra_3,sensor_extra_4,sensor_extra_5
2022-01-01,Santiago,19.71,19.880076162051896,19.73648031405466,19.59985293058897,19.80037027506523,19.62645141122114
2022-01-01,Valparaiso,20.99,20.89819800023808,20.94811795324885,20.97309039263904,20.974660785361493,20.80082100254203
2022-01-01,Concepcion,22.24,22.120892794341465,22.145061981091214,22.34962862420549,22.259472996326576,22.22031192548083
2022-01-01,LaSerena,19.93,19.91214305005212,19.967790538962383,19.919897939493257,19.97824652075427,19.986783681659407
2022-01-01,PuertoMontt,16.4,16.489442402941677,16.398236125930175,16.58830535871464,16.21003001837998,16.295863530986097
2022-01-02,Santiago,28.7,28.733539193600585,28.62862635652502,28.636439301303565,28.585616070176652,28.64202070937109
2022-01-02,Valparaiso,27.3,27.325017797372503,27.31587098804009,27.07147412165362,27.536327533161028,27.281516540676755
2022-01-02,Concepcion,20.41,20.60309626692987,20.495337203605413,20.42984151874347,20.402973377074776,20.3416881854757
2022-01-02,LaSerena,8.65,8.675733416302457,8.580321728485371,8.446889081239918,8.646303831477816,8.463245699840842
2022-01-02,PuertoMontt,20.33,20.388237301129355,20.23161945865538,20.120029456927384,20.277839068265415,20.46643640024247
2022-01-03,Santiago,25.81,25.793575285777,25.88753389248732,25.829738277475347,25.87390981482753,25.80574006359684
2022-01-03,Valparaiso,27.73,27.759028421828102,27.768634864812583,27.83199831496507,27.71093364447614,27.9046203438659
2022-01-03,Concepcion,23.42,23.453866444326152,23.245789625276025,23.516644663340337,23.429279158764775,23.477871990156014
2022-01-03,LaSerena,22.95,23.021433246079074,23.079917222407904,23.096715257063824,22.898911780724493,22.911529989316403
2022-01-03,PuertoMontt,21.11,21.07086676904855,21.06850238387261,21.327434500788723,21.2001218979296,21.151411483995734
2022-01-04,Santiago,19.2,19.121225279802225,19.13782383613553,19.404803590926857,19.308555652534,18.928547775227024
2022-01-04,Valparaiso,25.81,25.823005299941013,25.764044568318432,25.923506998058368,25.726350630182395,25.910123223573926
2022-01-04,Concepcion,17.12,16.860979715502058,16.96409410003768,17.04220861954957,17.05053514028476,17.185743849644325
2022-01-04,LaSerena,16.4,16.372922588815474,16.523197608015295,16.338289436808974,16.443727847899964,16.408548718736505
2022-01-04,PuertoMontt,19.97,19.92855915327695,19.95916954977675,19.996280945141216,19.907422814799897,19.93343909559653
2022-01-05,Santiago,20.31,20.230759218883616,20.391763683644264,20.316719260387277,20.26394185342613,20.397372755565097
2022-01-05,Valparaiso,16.71,16.662613248880692,16.754620919962207,16.786526749018602,16.72922485101882,16.782074421902596
2022-01-05,Concepcion,9.18,9.372807968796293,9.166490979089255,9.149806373597558,9.219045074459704,9.126830199327825
2022-01-05,LaSerena,18.88,18.78836876971215,18.890026533471396,18.751068303515044,18.932083566754038,18.760737049717154
2022-01-05,PuertoMontt,26.45,26.398003592014003,26.512124586170053,26.425987635702832,26.35353298235137,26.368673145321242
2022-01-06,Santiago,17.5,17.462170385489006,17.442758125727813,17.517191847708748,17.561094462753054,17.583998625484092
2022-01-06,Valparaiso,18.81,18.91609189415346,18.844742546601527,18.79463899212918,18.81586442511201,18.654397769664524
2022-01-06,Concepcion,9.22,9.093900251147907,8.91549055276033,9.229845619182331,9.323470758777418,9.448072915717582
2022-01-06,LaSerena,23.79,23.657132112399317,23.827369005117504,23.76186167005925,23.654139866277465,23.578478351177235
2022-01-06,PuertoMontt,21.99,21.965284039578492,22.003213984255083,21.896396795498568,21.971191357804454,21.94217854622461
2022-01-07,Santiago,15.37,15.480160419023886,15.335138139708787,15.541700284314825,15.475552246240515,15.231081454272484
2022-01-07,Valparaiso,29.12,29.092504474014124,28.989286888705973,29.005897218126822,29.12394266552761,29.233024574983997
2022-01-07,Concepcion,21.79,21.790241544288836,21.751801455403385,21.73342763621684,21.820668073422485,21.756910734829642
2022-01-07,LaSerena,27.51,27.60847121822906,27.460727418876786,27.572210546082353,27.62834765125431,27.415408744891987
2022-01-07,PuertoMontt,20.6,20.7187508652794,20.47673636905806,20.603738958221157,20.553643846034596,20.73179341975391
2022-01-08,Santiago,16.34,16.28918312703721,16.42910787039088,16.454424522105988,16.271403388434415,16.28642504128453
2022-01-08,Valparaiso,23.27,23.085217421796283,23.33692062885028,23.438036610724783,23.000713393368905,23.450731952382633
2022-01-08,Concepcion,21.44,21.792403155522443,21.559150308678298,21.49894322000552,21.428953528811874,21.3833996158315
2022-01-08,LaSerena,15.0,14.980903313870567,15.230898323564917,15.009198735017614,14.93389048430579,14.978450568466329
2022-01-08,PuertoMontt,21.69,21.780261897222108,21.814886731210624,21.736083091424522,21.47294793121538,21.723603351709876
2022-01-09,Santiago,16.3,16.275316220934073,16.308575092890727,16.327063259912325,16.208461246628072,16.355912661557394
2022-01-09,Valparaiso,13.54,13.497209941606606,13.516016703663734,13.521025218869728,13.505288952740885,13.598896772622252
2022-01-09,Concepcion,21.99,21.81767608076106,22.106840445504087,21.98907249406961,21.894272988889483,21.90341691185517
2022-01-09,LaSerena,18.8,18.9628728004846,18.721820968936765,18.67811386111216,18.730842219081577,19.03078024120783
2022-01-09,PuertoMontt,17.21,17.237167061474487,17.222015515588772,17.157506181314368,17.091232989700945,17.214984705174036
2022-01-10,Santiago,22.43,22.694381273647505,22.358335672452114,22.3150943570278,22.348074840768337,22.663494864994234
2022-01-10,Valparaiso,22.0,22.0563236366875,22.069335473696036,21.84950031632879,21.872264328857288,22.007550385085516
2022-01-10,Concepcion,21.02,21.136427864513646,21.21005133526527,20.972635899532854,20.88958336563805,21.070320417555386
2022-01-10,LaSerena,15.73,15.717329313809554,15.475236488235819,15.776835902347948,15.853370677200608,15.695604404361198
2022-01-10,PuertoMontt,17.19,17.23558994487735,17.304323312653047,17.13069824613082,17.229153633731418,17.204139713642878
2022-01-11,Santiago,23.82,23.85643032262716,23.76732683573531,23.946922374147032,23.89796436544561,23.967956560791997
2022-01-11,Valparaiso,16.79,16.853360279609092,16.551276514865776,16.890839043101938,16.759111955765697,16.753943671458057
2022-01-11,Concepcion,19.87,19.64422541837274,19.629331616336795,19.986662204422665,19.958271327642077,19.877886174482484
2022-01-11,LaSerena,20.68,20.777940472259512,20.93079361015418,20.876215205861563,20.632197171285593,20.688479275946737
2022-01-11,PuertoMontt,23.17,23.154070610780686,23.223353407095097,23.288803704817887,23.08451215826033,23.150989187129223
2022-01-12,Santiago,20.83,20.818789936568834,21.04878998083411,20.662059599317903,20.994395686569277,20.786242247899327
2022-01-12,Valparaiso,11.1,10.941064249661785,11.112299802240685,11.04857969184394,11.082033860857594,11.038266700452048
2022-01-12,Concepcion,16.75,16.582897201698305,16.753858705435643,16.678726976846,16.821921797394104,16.605804887659232
2022-01-12,LaSerena,15.78,15.798498620170152,15.729113771203165,15.618065666839087,15.706474257360954,15.887999156194756
2022-01-12,PuertoMontt,14.12,14.136257433089153,14.28401228269761,14.10163597255038,14.073734523995471,14.032338584951708
2022-01-13,Santiago,21.39,21.473177252395008,21.32678614612612,21.453769873320937,21.360822799086254,21.37088736876635
2022-01-13,Valparaiso,24.9,24.837596590516192,24.91902940431556,24.902980483919137,24.82090562920038,24.83857344976912
2022-01-13,Concepcion,17.62,17.5096889199758,17.496772964933932,17.545191803985958,17.598444758316546,17.571702912766973
2022-01-13,LaSerena,24.18,24.24689344171069,23.989130316163717,24.34770027981782,24.217438750392112,24.352993995755394
2022-01-13,PuertoMontt,19.18,19.22552697476504,19.054316872554868,19.079235588873843,19.141574874891504,19.174141112178905
2022-01-14,Santiago,15.49,15.531303814345552,15.310190697597477,15.673574462479808,15.418663966456444,15.579639969619198
2022-01-14,Valparaiso,17.28,17.3292315878474,17.106915111869508,17.258663477305337,17.311477843443072,17.357112492517842
2022-01-14,Concepcion,9.41,9.502177099536759,9.308642194079198,9.318323746028385,9.472204474881321,9.439696106875862
2022-01-14,LaSerena,18.59,18.662341060875,18.6073115907038,18.574311990724183,18.56277724906344,18.615683243944574
2022-01-14,PuertoMontt,19.9,19.857811831315,19.887082548724806,19.816635315707103,20.042534634129847,19.749481392033633
2022-01-15,Santiago,20.73,20.70064759641386,20.71241460880003,20.580689137844246,20.649818688370335,20.64682458349574
2022-01-15,Valparaiso,12.69,12.53226327387015,12.643864051852773,12.556221985238738,12.785827298431514,12.847864951501425
2022-01-15,Concepcion,18.03,17.992138345464788,17.885651678653165,17.888160562760206,18.238297010383103,17.946464377766908
2022-01-15,LaSerena,19.48,19.712712654912742,19.382626571321314,19.305021833351038,19.379404162186244,19.410053078513542
2022-01-15,PuertoMontt,19.51,19.424783887122416,19.44454302844688,19.519026529117998,19.47773074842245,19.453540357476523
2022-01-16,Santiago,16.26,16.119629923286585,16.20092881860218,16.29979553425938,16.25042018810336,16.114336740259436
2022-01-16,Valparaiso,21.27,21.23007581935908,21.232052775092644,21.205716297435135,21.264142549830318,21.174483398753495
2022-01-16,Concepcion,17.97,18.09949147243068,18.00396051321424,18.006916889827306,17.891010529538338,17.925935069036147
2022-01-16,LaSerena,20.51,20.501870942139686,20.576491313866484,20.421505238039277,20.607536536761494,20.633086854693897
2022-01-16,PuertoMontt,22.48,22.520595279207715,22.54921198806844,22.460996632105818,22.49651079254567,22.36926041727776
2022-01-17,Santiago,18.96,18.9767953920909,18.79851206450819,18.915512930714225,18.99478681326569,18.927845166128694
2022-01-17,Valparaiso,21.98,22.189266704774624,22.14338387773281,21.82666012294314,22.13606536639559,21.94743696227316
2022-01-17,Concepcion,24.37,24.312730872253713,24.37325938271744,24.390830094744757,24.29063700201635,24.446462363262015
2022-01-17,LaSerena,8.58,8.649003943563002,8.584342415763142,8.507765806253614,8.46546380052137,8.506744076302983
2022-01-17,PuertoMontt,29.71,29.68134359809167,29.65012193693918,29.69958817665203,29.67745127972513,29.76038991476302
2022-01-18,Santiago,27.0,26.99521232945062,27.08857535533498,27.133985629682375,27.06985809871391,27.030291179299446
2022-01-18,Valparaiso,16.98,17.081401431081098,16.9690465434084,17.081524834608572,16.931016928599668,16.956676920688487
2022-01-18,Concepcion,17.42,17.244627908499268,17.424628444442796,17.40844216880446,17.383131390154652,17.375720079955357
2022-01-18,LaSerena,16.24,16.31211850629522,16.273339215787967,16.11144960216418,16.15319857541908,16.406433673955085
2022-01-18,PuertoMontt,28.09,27.799365489840017,28.013187624902887,28.33282193808319,28.071303276482958,28.0500192865685
2022-01-19,Santiago,27.17,27.0462432115028,27.14306039965139,27.214564106386174,27.142972884624044,27.210563959532664
2022-01-19,Valparaiso,14.32,14.396369825880896,14.414687429866618,14.252295812896103,14.193596299352611,14.316532759468537
2022-01-19,Concepcion,11.88,11.906405313702436,11.89993073758866,11.750706367124291,11.932198585284121,11.930996211244748
2022-01-19,LaSerena,20.72,20.80675100213092,20.645941346239166,20.731303836792662,20.636285582144748,20.69245961205855
2022-01-19,PuertoMontt,21.69,21.673957434295033,21.754445130620418,21.786639858438292,21.774589932441724,21.80022735434289
2022-01-20,Santiago,19.04,19.049793631022187,19.02138341636979,18.96775010276606,19.10643949309451,19.05488497807976
